356.9200134	21.7481308
357.8399963	22.67912102
358.9200134	24.37733841
359.8399963	25.37916374
360.9200134	26.27386093
361.8399963	27.16166496
362.9200134	29.64989281
363.8399963	32.15210724
364.9200134	34.50980377
365.8399963	36.04194641
366.9200134	37.23986053
367.8399963	38.76935959
368.9200134	39.75302505
369.8399963	40.9393959
370.9200134	42.66143036
371.8399963	44.14272308
372.9200134	44.91345596
373.8399963	45.39925385
374.9200134	46.38535309
375.8399963	48.27629852
376.9200134	49.19759369
377.8399963	50.50419998
378.9200134	51.41585922
379.8399963	54.24358368
380.9200134	54.80575562
381.8399963	55.56239319
382.9200134	56.43586349
383.8399963	58.32564926
384.9200134	59.74556351
385.8399963	62.51932144
386.9200134	65.57614899
387.8399963	66.4221344
388.9200134	67.36062622
389.8399963	69.5952301
390.9200134	72.97270966
391.8399963	75.69203186
392.9200134	78.88208771
393.8399963	81.92926025
394.9200134	84.8921051
395.8399963	89.42042542
396.9200134	93.22906494
397.8399963	97.54180145
398.9200134	101.8905258
399.8399963	106.9606476
400.8999939	113.3807907
401.9599915	120.9445114
402.8699951	129.3629761
403.9299927	138.4449768
404.8399963	149.974884
405.8999939	164.0906067
406.9599915	179.3774719
407.8699951	194.5521545
408.9299927	205.8081818
409.8399963	217.568222
410.9200134	232.4733582
411.8399963	251.1913605
412.9200134	269.4297485
413.8399963	284.7281799
414.9200134	295.1866455
415.8399963	309.0226746
416.9200134	320.2119751
417.8399963	333.7316589
418.9200134	343.0843201
419.8399963	354.9911804
420.8999939	362.508606
421.9599915	372.5089417
422.8699951	380.0571899
423.9299927	391.1280823
424.8399963	400.0240479
425.8999939	410.959137
426.9599915	420.9674683
427.8699951	428.8849792
428.9299927	431.8309021
429.8399963	439.5237427
430.9200134	452.6177673
431.8399963	461.8152466
432.9200134	466.0934448
433.8399963	472.6576233
434.9200134	482.9673767
435.8399963	492.0226746
436.9200134	498.0184937
437.8399963	507.6290588
438.9200134	517.3643799
439.8399963	527.598999
440.8999939	540.7144775
441.9599915	551.1607666
442.8699951	556.8103027
443.9299927	563.5296631
444.8399963	575.2144165
445.8999939	583.7182617
446.9599915	589.8829346
447.8699951	595.5241699
448.9299927	601.1220093
449.8399963	605.5710449
450.8999939	612.3865967
451.9599915	619.40802
452.8699951	625.9213867
453.9299927	628.6097412
454.8399963	629.4623413
455.8999939	629.6317749
456.9599915	628.9594727
457.8699951	631.3337402
458.9299927	634.9654541
459.8399963	638.2202148
460.8999939	637.4743652
461.9599915	634.2958984
462.8699951	630.3632202
463.9299927	634.4868164
464.8399963	636.1884155
465.8999939	630.3899536
466.9599915	620.324585
467.8699951	615.3756104
468.9299927	611.3632813
469.8399963	603.5596924
470.8900146	597.6116333
471.9400024	588.27771
472.980011	586.2999878
473.8800049	585.7443237
474.9200134	578.4092407
475.9700012	567.965332
476.8599854	555.2230225
477.9100037	550.9495239
478.9500122	543.5123901
479.8500061	537.3587646
480.8999939	527.1290894
481.9599915	521.2536621
482.8699951	513.2644043
483.9299927	502.6358948
484.8399963	494.8228455
485.8999939	489.1698914
486.9599915	484.8028259
487.8699951	472.6903992
488.9299927	463.7749023
489.8399963	455.0162964
490.8999939	447.9675293
491.9599915	435.2418213
492.8699951	428.8610535
493.9299927	423.7502136
494.8399963	417.3434448
495.8999939	404.2023926
496.9599915	396.4272766
497.8699951	387.7606812
498.9299927	384.7319031
499.8399963	375.4719849
500.8900146	369.3025208
501.9400024	358.1586609
502.980011	347.1928406
503.8800049	338.4574585
504.9200134	332.8922729
505.9700012	326.0343323
506.8599854	317.1889343
507.9100037	310.0220032
508.9500122	304.3095093
509.8500061	298.0400391
510.8900146	290.0670166
511.9400024	279.7915039
512.9799805	270.6268005
513.8800049	264.1137695
514.9199829	258.5278015
515.9699707	253.453598
516.8599854	247.3840179
517.9099731	239.9640656
518.9500122	231.1144714
519.8499756	225.2745972
520.8900146	220.9757385
521.9400024	215.9488068
522.9799805	211.656601
523.8800049	204.582077
524.9199829	197.6391296
525.9699707	192.5910187
526.8599854	189.4427643
527.9099731	184.4456024
528.9500122	177.236969
529.8499756	171.4167175
530.8900146	167.0700226
531.9400024	164.2911987
532.9799805	159.7228394
533.8800049	155.5323029
534.9199829	153.6399994
535.9699707	147.4722595
536.8599854	142.3547821
537.9099731	140.0371246
538.9500122	137.2082062
539.8499756	129.65271
540.8900146	124.3777466
541.9400024	123.7498093
542.9799805	122.587738
543.8800049	117.8669968
544.9199829	114.2071381
545.9699707	111.7641144
546.8599854	107.850296
547.9099731	101.9247589
548.9500122	100.4731216
549.8499756	99.41759491
550.8900146	96.22127533
551.9400024	92.13074493
552.9799805	90.69578552
553.8800049	90.22531128
554.9199829	86.95823669
555.9699707	83.78055573
556.8599854	80.57609558
557.9099731	78.49969482
558.9500122	75.50432587
559.8499756	73.46155548
560.8800049	71.11523438
561.9099731	68.56713104
562.9400024	67.30315399
563.9699707	65.75317383
564.8499756	63.28937531
565.8800049	61.30206299
566.9099731	60.30752563
567.9400024	58.35958481
568.9699707	56.25634384
569.8499756	54.42106628
570.8800049	53.06221008
571.9099731	50.86503983
572.9400024	49.84317017
573.9699707	48.37730789
574.8499756	48.30322266
575.8800049	47.29565048
576.9099731	45.32601166
577.9400024	44.15624619
578.9699707	44.135849
579.8499756	42.77896118
580.8800049	41.07025146
581.9099731	39.27947617
582.9400024	36.47724533
583.9699707	34.32564545
584.8499756	34.39211655
585.8800049	34.30764389
586.9099731	32.86582947
587.9400024	31.49170685
588.9699707	31.44681931
589.8499756	30.61009216
